,accel,accel,accel,gyro,gyro,gyro,mag,mag,mag,Q,Q,Q,Q
,x,y,z,x,y,z,x,y,z,w,x,y,z
time,,,,,,,,,,,,,
1001926,1.230638,1.465274,-9.452453,-0.0012898263473053988,-0.005340491017964098,0.003680131736526999,120.70479473099766,160.37893521193408,-103.28083498308112,-0.039400016807802515,-0.8888990236735377,-0.4471127467494473,-0.09163163253997555
1001926,1.230638,1.465274,-9.452453,-0.0012898263473053988,-0.005340491017964098,0.003680131736526999,120.70479473099766,160.37893521193408,-103.28083498308112,-0.039400016807802515,-0.8888990236735377,-0.4471127467494473,-0.09163163253997555
1001926,1.230638,1.465274,-9.452453,-0.0012898263473053988,-0.005340491017964098,0.003680131736526999,120.70479473099766,160.37893521193408,-103.28083498308112,-0.039400016807802515,-0.8888990236735377,-0.4471127467494473,-0.09163163253997555
1001926,1.230638,1.465274,-9.452453,-0.0012898263473053988,-0.005340491017964098,0.003680131736526999,120.70479473099766,160.37893521193408,-103.28083498308112,-0.039400016807802515,-0.8888990236735377,-0.4471127467494473,-0.09163163253997555
1001926,1.230638,1.465274,-9.452453,-0.0012898263473053988,-0.005340491017964098,0.003680131736526999,120.70479473099766,160.37893521193408,-103.28083498308112,-0.039400016807802515,-0.8888990236735377,-0.4471127467494473,-0.09163163253997555
1001926,1.230638,1.465274,-9.452453,-0.0012898263473053988,-0.005340491017964098,0.003680131736526999,120.70479473099766,160.37893521193408,-103.28083498308112,-0.039400016807802515,-0.8888990236735377,-0.4471127467494473,-0.09163163253997555
1001956,1.249792,1.431755,-9.457241,-0.0012898263473053988,-0.004275491017964102,0.0015501317365269988,119.204010157418,162.57664834931126,-102.88537861809631,-0.035715531801514405,-0.8858030873749098,-0.4534226228475227,-0.09211523367655365
1001956,1.249792,1.431755,-9.457241,-0.0012898263473053988,-0.004275491017964102,0.0015501317365269988,119.204010157418,162.57664834931126,-102.88537861809631,-0.035715531801514405,-0.8858030873749098,-0.4534226228475227,-0.09211523367655365
1001956,1.249792,1.431755,-9.457241,-0.0012898263473053988,-0.004275491017964102,0.0015501317365269988,119.204010157418,162.57664834931126,-102.88537861809631,-0.035715531801514405,-0.8858030873749098,-0.4534226228475227,-0.09211523367655365
1001956,1.249792,1.431755,-9.457241,-0.0012898263473053988,-0.004275491017964102,0.0015501317365269988,119.204010157418,162.57664834931126,-102.88537861809631,-0.035715531801514405,-0.8858030873749098,-0.4534226228475227,-0.09211523367655365
1001956,1.249792,1.431755,-9.457241,-0.0012898263473053988,-0.004275491017964102,0.0015501317365269988,119.204010157418,162.57664834931126,-102.88537861809631,-0.035715531801514405,-0.8858030873749098,-0.4534226228475227,-0.09211523367655365
1001956,1.249792,1.431755,-9.457241,-0.0012898263473053988,-0.004275491017964102,0.0015501317365269988,119.204010157418,162.57664834931126,-102.88537861809631,-0.035715531801514405,-0.8858030873749098,-0.4534226228475227,-0.09211523367655365
1001986,1.206696,1.44612,-9.404568,-0.0034208263473054,-0.004275491017964102,0.002615131736526999,118.30553659132708,160.38371777984796,-103.30529924375415,-0.03837764913315301,-0.8865543448391993,-0.45197229714431586,-0.09093729877141127
1001986,1.206696,1.44612,-9.404568,-0.0034208263473054,-0.004275491017964102,0.002615131736526999,118.30553659132708,160.38371777984796,-103.30529924375415,-0.03837764913315301,-0.8865543448391993,-0.45197229714431586,-0.09093729877141127
1001986,1.206696,1.44612,-9.404568,-0.0034208263473054,-0.004275491017964102,0.002615131736526999,118.30553659132708,160.38371777984796,-103.30529924375415,-0.03837764913315301,-0.8865543448391993,-0.45197229714431586,-0.09093729877141127
1001986,1.206696,1.44612,-9.404568,-0.0034208263473054,-0.004275491017964102,0.002615131736526999,118.30553659132708,160.38371777984796,-103.30529924375415,-0.03837764913315301,-0.8865543448391993,-0.45197229714431586,-0.09093729877141127
1001986,1.206696,1.44612,-9.404568,-0.0034208263473054,-0.004275491017964102,0.002615131736526999,118.30553659132708,160.38371777984796,-103.30529924375415,-0.03837764913315301,-0.8865543448391993,-0.45197229714431586,-0.09093729877141127
1001986,1.206696,1.44612,-9.404568,-0.0034208263473054,-0.004275491017964102,0.002615131736526999,118.30553659132708,160.38371777984796,-103.30529924375415,-0.03837764913315301,-0.8865543448391993,-0.45197229714431586,-0.09093729877141127
1002016,1.264158,1.474851,-9.42851,-0.0044858263473054,-0.0032104910179640983,-0.0005808682634729986,118.0102972096857,162.60891841171275,-102.29360879952156,-0.03926860605742857,-0.8833261251326371,-0.457685213078553,-0.0933658340385103
1002016,1.264158,1.474851,-9.42851,-0.0044858263473054,-0.0032104910179640983,-0.0005808682634729986,118.0102972096857,162.60891841171275,-102.29360879952156,-0.03926860605742857,-0.8833261251326371,-0.457685213078553,-0.0933658340385103
