,accel,accel,accel,gyro,gyro,gyro,mag,mag,mag,Q,Q,Q,Q
,x,y,z,x,y,z,x,y,z,w,x,y,z
time,,,,,,,,,,,,,
1841628,-0.833195,4.122878,-9.150779,-0.0012898263473053988,-0.004275491017964102,-0.0037768682634729996,114.19259867883149,143.8454992337545,-98.75098530791135,0.2130673734647858,0.9268622771862659,0.30801683449546696,0.025578177442876177
1841628,-0.833195,4.122878,-9.150779,-0.0012898263473053988,-0.004275491017964102,-0.0037768682634729996,114.19259867883149,143.8454992337545,-98.75098530791135,0.2130673734647858,0.9268622771862659,0.30801683449546696,0.025578177442876177
1841628,-0.833195,4.122878,-9.150779,-0.0012898263473053988,-0.004275491017964102,-0.0037768682634729996,114.19259867883149,143.8454992337545,-98.75098530791135,0.2130673734647858,0.9268622771862659,0.30801683449546696,0.025578177442876177
1841628,-0.833195,4.122878,-9.150779,-0.0012898263473053988,-0.004275491017964102,-0.0037768682634729996,114.19259867883149,143.8454992337545,-98.75098530791135,0.2130673734647858,0.9268622771862659,0.30801683449546696,0.025578177442876177
1841628,-0.833195,4.122878,-9.150779,-0.0012898263473053988,-0.004275491017964102,-0.0037768682634729996,114.19259867883149,143.8454992337545,-98.75098530791135,0.2130673734647858,0.9268622771862659,0.30801683449546696,0.025578177442876177
1841628,-0.833195,4.122878,-9.150779,-0.0012898263473053988,-0.004275491017964102,-0.0037768682634729996,114.19259867883149,143.8454992337545,-98.75098530791135,0.2130673734647858,0.9268622771862659,0.30801683449546696,0.025578177442876177
1841658,-0.857137,4.094148,-9.074163,-0.025791826347305397,-0.007471491017964099,-0.009102868263473,112.9964790640992,145.1233548367968,-98.09707768516945,0.21219057297805616,0.9256746838778406,0.31216052696886504,0.025638755223772666
1841658,-0.857137,4.094148,-9.074163,-0.025791826347305397,-0.007471491017964099,-0.009102868263473,112.9964790640992,145.1233548367968,-98.09707768516945,0.21219057297805616,0.9256746838778406,0.31216052696886504,0.025638755223772666
1841658,-0.857137,4.094148,-9.074163,-0.025791826347305397,-0.007471491017964099,-0.009102868263473,112.9964790640992,145.1233548367968,-98.09707768516945,0.21219057297805616,0.9256746838778406,0.31216052696886504,0.025638755223772666
1841658,-0.857137,4.094148,-9.074163,-0.025791826347305397,-0.007471491017964099,-0.009102868263473,112.9964790640992,145.1233548367968,-98.09707768516945,0.21219057297805616,0.9256746838778406,0.31216052696886504,0.025638755223772666
1841658,-0.857137,4.094148,-9.074163,-0.025791826347305397,-0.007471491017964099,-0.009102868263473,112.9964790640992,145.1233548367968,-98.09707768516945,0.21219057297805616,0.9256746838778406,0.31216052696886504,0.025638755223772666
1841658,-0.857137,4.094148,-9.074163,-0.025791826347305397,-0.007471491017964099,-0.009102868263473,112.9964790640992,145.1233548367968,-98.09707768516945,0.21219057297805616,0.9256746838778406,0.31216052696886504,0.025638755223772666
1841688,-0.84756,4.094148,-8.98797,-0.018334826347305398,-0.010667491017964104,-0.013363868263473,113.90563673080466,146.4269061494705,-96.81776169575971,0.2158908016660836,0.9240136008164056,0.31449808096118853,0.026095676538569593
1841688,-0.84756,4.094148,-8.98797,-0.018334826347305398,-0.010667491017964104,-0.013363868263473,113.90563673080466,146.4269061494705,-96.81776169575971,0.2158908016660836,0.9240136008164056,0.31449808096118853,0.026095676538569593
1841688,-0.84756,4.094148,-8.98797,-0.018334826347305398,-0.010667491017964104,-0.013363868263473,113.90563673080466,146.4269061494705,-96.81776169575971,0.2158908016660836,0.9240136008164056,0.31449808096118853,0.026095676538569593
1841688,-0.84756,4.094148,-8.98797,-0.018334826347305398,-0.010667491017964104,-0.013363868263473,113.90563673080466,146.4269061494705,-96.81776169575971,0.2158908016660836,0.9240136008164056,0.31449808096118853,0.026095676538569593
1841688,-0.84756,4.094148,-8.98797,-0.018334826347305398,-0.010667491017964104,-0.013363868263473,113.90563673080466,146.4269061494705,-96.81776169575971,0.2158908016660836,0.9240136008164056,0.31449808096118853,0.026095676538569593
1841688,-0.84756,4.094148,-8.98797,-0.018334826347305398,-0.010667491017964104,-0.013363868263473,113.90563673080466,146.4269061494705,-96.81776169575971,0.2158908016660836,0.9240136008164056,0.31449808096118853,0.026095676538569593
1841718,-0.857137,4.08457,-8.935297,0.0029711736526946003,-0.004275491017964102,-0.011232868263473,112.4085041656908,145.18430793615488,-96.89519149000627,0.2163215053349378,0.9242455917614436,0.3135621119264351,0.025571359044820673
1841718,-0.857137,4.08457,-8.935297,0.0029711736526946003,-0.004275491017964102,-0.011232868263473,112.4085041656908,145.18430793615488,-96.89519149000627,0.2163215053349378,0.9242455917614436,0.3135621119264351,0.025571359044820673
1841718,-0.857137,4.08457,-8.935297,0.0029711736526946003,-0.004275491017964102,-0.011232868263473,112.4085041656908,145.18430793615488,-96.89519149000627,0.2163215053349378,0.9242455917614436,0.3135621119264351,0.025571359044820673
1841718,-0.857137,4.08457,-8.935297,0.0029711736526946003,-0.004275491017964102,-0.011232868263473,112.4085041656908,145.18430793615488,-96.89519149000627,0.2163215053349378,0.9242455917614436,0.3135621119264351,0.025571359044820673
1841718,-0.857137,4.08457,-8.935297,0.0029711736526946003,-0.004275491017964102,-0.011232868263473,112.4085041656908,145.18430793615488,-96.89519149000627,0.2163215053349378,0.9242455917614436,0.3135621119264351,0.025571359044820673
1841718,-0.857137,4.08457,-8.935297,0.0029711736526946003,-0.004275491017964102,-0.011232868263473,112.4085041656908,145.18430793615488,-96.89519149000627,0.2163215053349378,0.9242455917614436,0.3135621119264351,0.025571359044820673
