,accel,accel,accel,gyro,gyro,gyro,mag,mag,mag,Q,Q,Q,Q
,x,y,z,x,y,z,x,y,z,w,x,y,z
time,,,,,,,,,,,,,
1767340,0.162808,4.376667,-8.983182,-0.0023558263473054,0.0021165089820359,0.003680131736526999,169.38400203251513,139.37592067165053,-98.40579666911555,0.19657292818298253,0.9137301142641688,0.34326469982470204,0.09287469002163133
1767340,0.162808,4.376667,-8.983182,-0.0023558263473054,0.0021165089820359,0.003680131736526999,169.38400203251513,139.37592067165053,-98.40579666911555,0.19657292818298253,0.9137301142641688,0.34326469982470204,0.09287469002163133
1767340,0.162808,4.376667,-8.983182,-0.0023558263473054,0.0021165089820359,0.003680131736526999,169.38400203251513,139.37592067165053,-98.40579666911555,0.19657292818298253,0.9137301142641688,0.34326469982470204,0.09287469002163133
1767340,0.162808,4.376667,-8.983182,-0.0023558263473054,0.0021165089820359,0.003680131736526999,169.38400203251513,139.37592067165053,-98.40579666911555,0.19657292818298253,0.9137301142641688,0.34326469982470204,0.09287469002163133
1767340,0.162808,4.376667,-8.983182,-0.0023558263473054,0.0021165089820359,0.003680131736526999,169.38400203251513,139.37592067165053,-98.40579666911555,0.19657292818298253,0.9137301142641688,0.34326469982470204,0.09287469002163133
1767340,0.162808,4.376667,-8.983182,-0.0023558263473054,0.0021165089820359,0.003680131736526999,169.38400203251513,139.37592067165053,-98.40579666911555,0.19657292818298253,0.9137301142641688,0.34326469982470204,0.09287469002163133
1767370,0.244212,4.352725,-9.02149,0.001905173652694601,-0.0010794910179641008,0.002615131736526999,93.51678640683235,142.4044429647546,-97.52966107156978,0.20636417031459733,0.9083957193742863,0.35212030819233414,0.09078730523248493
1767370,0.244212,4.352725,-9.02149,0.001905173652694601,-0.0010794910179641008,0.002615131736526999,93.51678640683235,142.4044429647546,-97.52966107156978,0.20636417031459733,0.9083957193742863,0.35212030819233414,0.09078730523248493
1767370,0.244212,4.352725,-9.02149,0.001905173652694601,-0.0010794910179641008,0.002615131736526999,93.51678640683235,142.4044429647546,-97.52966107156978,0.20636417031459733,0.9083957193742863,0.35212030819233414,0.09078730523248493
1767370,0.244212,4.352725,-9.02149,0.001905173652694601,-0.0010794910179641008,0.002615131736526999,93.51678640683235,142.4044429647546,-97.52966107156978,0.20636417031459733,0.9083957193742863,0.35212030819233414,0.09078730523248493
1767370,0.244212,4.352725,-9.02149,0.001905173652694601,-0.0010794910179641008,0.002615131736526999,93.51678640683235,142.4044429647546,-97.52966107156978,0.20636417031459733,0.9083957193742863,0.35212030819233414,0.09078730523248493
1767370,0.244212,4.352725,-9.02149,0.001905173652694601,-0.0010794910179641008,0.002615131736526999,93.51678640683235,142.4044429647546,-97.52966107156978,0.20636417031459733,0.9083957193742863,0.35212030819233414,0.09078730523248493
1767400,0.258578,4.357514,-8.983182,-0.00022482634730539887,0.0010505089820358991,0.003680131736526999,93.21687955098972,142.40504078492333,-97.53271909995682,0.2025999866492272,0.9059704028774512,0.35933489195577545,0.09512786102363904
1767400,0.258578,4.357514,-8.983182,-0.00022482634730539887,0.0010505089820358991,0.003680131736526999,93.21687955098972,142.40504078492333,-97.53271909995682,0.2025999866492272,0.9059704028774512,0.35933489195577545,0.09512786102363904
1767400,0.258578,4.357514,-8.983182,-0.00022482634730539887,0.0010505089820358991,0.003680131736526999,93.21687955098972,142.40504078492333,-97.53271909995682,0.2025999866492272,0.9059704028774512,0.35933489195577545,0.09512786102363904
1767400,0.258578,4.357514,-8.983182,-0.00022482634730539887,0.0010505089820358991,0.003680131736526999,93.21687955098972,142.40504078492333,-97.53271909995682,0.2025999866492272,0.9059704028774512,0.35933489195577545,0.09512786102363904
1767400,0.258578,4.357514,-8.983182,-0.00022482634730539887,0.0010505089820358991,0.003680131736526999,93.21687955098972,142.40504078492333,-97.53271909995682,0.2025999866492272,0.9059704028774512,0.35933489195577545,0.09512786102363904
1767400,0.258578,4.357514,-8.983182,-0.00022482634730539887,0.0010505089820358991,0.003680131736526999,93.21687955098972,142.40504078492333,-97.53271909995682,0.2025999866492272,0.9059704028774512,0.35933489195577545,0.09512786102363904
1767430,0.268155,4.338359,-8.983182,-0.0044858263473054,-0.0010794910179641008,0.002615131736526999,90.79529296399022,136.9517271213433,-101.1432858504334,0.20133486880904522,0.9094448894092539,0.3514906544619559,0.09396054254281568
1767430,0.268155,4.338359,-8.983182,-0.0044858263473054,-0.0010794910179641008,0.002615131736526999,90.79529296399022,136.9517271213433,-101.1432858504334,0.20133486880904522,0.9094448894092539,0.3514906544619559,0.09396054254281568
