33.698193	3.8498	-73.515182
35.884022	3.8498	-77.041092
36.066174	3.299829	-78.275154
36.248325	3.8498	-78.275154
36.066174	5.866362	-79.685524
34.973259	4.766419	-82.506248
36.794785	4.766419	-81.801064
36.430477	4.766419	-83.211426
35.155411	4.583095	-84.798088
35.337563	5.133066	-84.97438
35.337563	4.766419	-86.032158
35.884022	3.116505	-86.913635
35.884022	3.483152	-87.26622
36.612629	4.949743	-87.26622
36.066174	3.666476	-88.50029
36.612629	3.116505	-90.086952
36.248325	2.383209	-91.144722
36.248325	0.916619	-92.907677
37.523392	1.833238	-94.846924
37.887695	-0.366648	-94.141747
37.34124	-3.483152	-98.196541
38.616306	-3.666476	-99.430603
38.616306	-1.833238	-98.725426
38.434155	-5.683038	-99.959488
37.705544	-5.31639	-101.017265
39.527069	-6.416333	-100.31208
40.073524	-7.332952	-101.54615
38.252003	-7.332952	-102.956512
39.162766	-8.249571	-100.664673
39.527069	-9.349514	-102.427628
38.616306	-9.899486	-103.309105
39.527069	-10.816104	-102.427628
38.069851	-11.182752	-103.485397
39.344917	-10.999428	-103.309105
39.162766	-10.082809	-104.543175
39.709221	-10.266132	-103.661697
38.98061	-9.532838	-103.661697
39.162766	-12.649343	-104.543175
38.434155	-11.549399	-103.485397
37.887695	-10.999428	-103.309105
37.159088	-13.932609	-105.424652
38.798458	-13.01599	-104.543175
38.98061	-12.832666	-105.07206
38.434155	-14.115932	-105.07206
39.344917	-14.665904	-104.366875
39.891373	-14.849228	-104.543175
38.98061	-14.665904	-104.719467
37.523392	-16.132494	-105.424652
38.616306	-16.132494	-105.424652
39.344917	-17.232437	-105.07206
39.891373	-16.682467	-105.248352
39.344917	-19.432323	-105.424652
38.798458	-19.982294	-107.011307
38.798458	-21.448885	-105.953537
39.709221	-23.465446	-105.07206
39.709221	-26.398628	-105.777237
40.25568	-27.681894	-105.600945
38.98061	-27.498569	-104.719467
39.891373	-26.948599	-105.600945
40.25568	-26.581951	-105.248352
39.891373	-28.41519	-105.600945
54.281414	-32.631638	-61.3508
53.006344	-34.648197	-61.3508
53.188499	-31.531694	-60.998207
53.006344	-33.181606	-60.469322
53.370651	-31.34837	-61.174503
52.459888	-34.831524	-60.998207
52.095585	-30.798399	-61.3508
52.824192	-31.898342	-61.703388
53.188499	-31.531694	-62.761162
52.824192	-33.731579	-60.645618
52.824192	-32.998283	-62.761162
52.824192	-32.998283	-59.940437
52.824192	-32.998283	-60.998207
51.366974	-31.898342	-61.703388
51.731277	-32.998283	-61.703388
51.366974	-30.798399	-61.3508
52.824192	-31.531694	-62.761162
53.370651	-32.448311	-61.527096
53.006344	-32.448311	-61.527096
52.095585	-32.264988	-62.055981
51.184822	-32.448311	-61.527096
51.913433	-30.981722	-60.821915
52.459888	-32.998283	-61.3508
52.64204	-33.181606	-61.174503
52.277737	-31.715017	-61.527096
52.64204	-31.34837	-61.174503
51.366974	-32.264988	-61.703388
52.459888	-31.898342	-60.998207
52.64204	-30.981722	-61.879684
52.64204	-32.448311	-61.174503
52.095585	-31.165047	-60.998207
53.006344	-33.181606	-61.174503
52.095585	-32.631638	-60.645618
51.731277	-32.264988	-61.703388
52.277737	-31.715017	-61.879684
52.095585	-30.798399	-61.703388
51.731277	-33.364933	-61.703388
54.645718	-32.998283	-62.055981
53.188499	-31.898342	-63.466343
53.006344	-32.81496	-61.527096
52.459888	-32.998283	-62.761162
53.006344	-32.448311	-62.584866
52.64204	-32.081665	-63.290047
51.184822	-33.914902	-60.11673
51.731277	-32.998283	-62.408573
52.824192	-32.264988	-59.587845
53.188499	-32.264988	-62.055981
52.64204	-32.81496	-62.584866
52.459888	-30.798399	-62.055981
52.095585	-32.264988	-61.703388
53.006344	-32.264988	-61.703388
51.731277	-32.631638	-61.703388
52.824192	-32.998283	-60.645618
53.006344	-33.181606	-61.879684
51.00267	-31.898342	-61.3508
52.824192	-30.798399	-61.3508
53.006344	-32.081665	-61.879684
51.366974	-32.631638	-60.293026
53.370651	-31.34837	-62.937458
52.277737	-32.081665	-61.527096
52.277737	-33.181606	-60.821915
53.370651	-31.715017	-61.527096
51.366974	-32.998283	-62.055981
53.917107	-32.998283	-61.3508
51.913433	-31.715017	-61.879684
52.095585	-30.065104	-60.645618
52.277737	-30.981722	-61.174503
51.913433	-32.448311	-61.879684
51.366974	-32.998283	-59.587845
52.64204	-32.081665	-61.879684
53.006344	-32.448311	-60.821915
52.095585	-32.998283	-61.703388
52.095585	-31.531694	-59.940437
52.824192	-32.631638	-60.293026
52.459888	-32.998283	-59.940437
51.00267	-31.898342	-61.703388
51.913433	-32.448311	-60.11673
54.645718	-32.998283	-61.3508
52.64204	-32.448311	-60.11673
51.184822	-32.81496	-60.11673
51.731277	-31.531694	-63.113754
54.645718	-31.898342	-61.703388
53.006344	-32.448311	-61.174503
52.459888	-33.364933	-60.998207
51.913433	-32.448311	-61.527096
51.549126	-32.081665	-60.821915
51.731277	-33.364933	-60.645618
53.006344	-33.548256	-60.821915
53.188499	-31.898342	-60.645618
53.917107	-30.798399	-60.645618
53.370651	-32.081665	-62.232277
51.366974	-31.898342	-62.055981
51.731277	-31.898342	-62.055981
52.095585	-32.264988	-61.3508
53.006344	-30.615074	-61.174503
51.913433	-32.448311	-61.174503
53.370651	-31.715017	-61.174503
53.734955	-32.448311	-62.232277
51.549126	-32.081665	-61.527096
52.459888	-32.081665	-61.527096
53.006344	-33.914902	-62.232277
53.734955	-32.448311	-60.469322
54.463566	-31.34837	-62.937458
52.095585	-32.264988	-60.998207
53.188499	-31.531694	-59.940437
52.095585	-32.631638	-60.293026
52.459888	-30.798399	-60.293026
53.734955	-30.615074	-61.879684
52.459888	-31.898342	-62.055981
53.552803	-30.431751	-62.408573
52.459888	-31.165047	-59.940437
52.459888	-30.065104	-60.293026
52.64204	-32.81496	-60.11673
52.277737	-30.981722	-59.764141
54.463566	-30.981722	-60.11673
51.731277	-29.698456	-59.940437
52.824192	-30.065104	-58.882664
53.734955	-29.148485	-60.11673
53.552803	-29.698456	-60.645618
54.281414	-30.065104	-59.940437
54.281414	-28.96516	-59.940437
54.281414	-28.598513	-62.055981
54.463566	-29.515131	-58.706367
56.467239	-28.598513	-60.645618
55.010021	-26.765274	-59.940437
54.099258	-26.581951	-59.411549
54.463566	-25.482008	-58.706367
54.281414	-26.031981	-58.882664
55.738632	-26.031981	-58.530071
53.370651	-25.11536	-60.11673
54.099258	-24.748713	-59.411549
55.738632	-22.365503	-58.882664
54.645718	-23.465446	-60.998207
52.459888	-22.365503	-59.235252
53.552803	-22.365503	-59.235252
53.734955	-22.365503	-59.235252
52.824192	-20.165619	-57.472301
52.824192	-19.432323	-58.530071
51.731277	-18.699028	-57.472301
53.006344	-19.615646	-58.353779
51.549126	-18.882351	-58.001186
49.727604	-17.415762	-59.764141
50.638363	-16.865789	-58.882664
50.820518	-15.582523	-58.706367
47.541775	-12.649343	-58.001186
45.720249	-14.849228	-58.706367
45.902401	-13.932609	-58.530071
45.902401	-13.199314	-57.82489
44.991642	-13.382637	-57.296005
45.173794	-12.099371	-59.235252
45.538097	-12.832666	-58.882664
43.716576	-11.732723	-58.177483
44.809486	-11.366076	-58.882664
44.080879	-10.999428	-58.530071
